fry,class
d952,HYDROLASE/HYDROLASE INHIBITOR
d953,Structural genomics
d954,ISOMERASE
d955,HYDROLASE/HYDROLASE INHIBITOR
d956,FATTY ACID BIOSYNTHESIS
d957,IMMUNE SYSTEM
d958,ANTIVIRAL PROTEIN
d959,IMMUNE SYSTEM
d960,IMMUNE SYSTEM
d961,OXIDOREDUCTASE/ELECTRON TRANSPORT
d962,ANTIMICROBIAL PROTEIN
d963,TRANSFERASE
d964,HYDROLASE (O-GLYCOSYL)
d965,HYDROLASE
d966,METAL TRANSPORT
d967,LYASE
d968,TRANSPORT PROTEIN
d969,STRUCTURAL PROTEIN/RNA
d970,PROTON TRANSPORT
d971,RNA BINDING PROTEIN/IMMUNE SYSTEM
d972,CELL ADHESION
d973,STRUCTURAL PROTEIN
d974,TRANSFERASE
d975,OXIDOREDUCTASE
d976,HYDROLASE/HYDROLASE INHIBITOR
d977,UNKNOWN FUNCTION
d978,TOXIN
d979,IMMUNE SYSTEM
d980,DNA
d981,ENDORIBONUCLEASE
d982,RIBOSOME
d983,LYASE
d984,CELL ADHESION
d985,HYDROLASE
d986,DNA
d987,chaperone
d988,UNKNOWN FUNCTION
d989,METAL TRANSPORT
d990,hydrolase/DNA
d991,PROTEINASE INHIBITOR (TRYPSIN)
d992,TRANSPORT PROTEIN
d993,HYDROLASE
d994,TRANSFERASE
d995,HYDROLASE/ANTIBIOTIC
d996,TRANSFERASE
d997,ISOMERASE
d998,TRANSFERASE
d999,TRANSCRIPTION
d1000,TOXIN
d1001,SIGNALING PROTEIN
d1002,OXIDOREDUCTASE
d1003,METAL BINDING PROTEIN
d1004,DNA BINDING PROTEIN
d1005,TRANSFERASE/DNA
d1006,TRANSFERASE
d1007,DE NOVO PROTEIN
d1008,OXIDOREDUCTASE
d1009,VIRAL PROTEIN/DNA
d1010,VIRAL PROTEIN
d1011,SUGAR BINDING PROTEIN
d1012,OXIDOREDUCTASE
d1013,OXIDOREDUCTASE
d1014,TRANSFERASE
d1015,transferase/dna
d1016,REPLICATION
d1017,Ribosome/Antibiotic
d1018,TRANSFERASE
d1019,LYASE
d1020,HYDROLASE
d1021,DNA
d1022,TRANSFERASE
d1023,BLOOD CLOTTING
d1024,ONCOPROTEIN
d1025,LYASE
d1026,OXIDOREDUCTASE
d1027,PROTEIN BINDING/INHIBITOR
d1028,OXIDOREDUCTASE
d1029,OXIDOREDUCTASE/RNA
d1030,DNA BINDING
d1031,DNA BINDING PROTEIN/DNA
d1032,TRANSFERASE
d1033,RNA
d1034,DNA BINDING PROTEIN
d1035,TRANSFERASE
d1036,TRANSFERASE
d1037,HYDROLASE
d1038,CELL ADHESION PROTEIN
d1039,ELECTRON TRANSPORT
d1040,TRANSFERASE
d1041,HYDROLASE
d1042,DNA
d1043,TRANSFERASE
d1044,HYDROLASE
d1045,TRANSFERASE/RNA
d1046,OXIDOREDUCTASE
d1047,TRANSFERASE
d1048,RNA BINDING PROTEIN
d1049,TOXIN
d1050,TRANSFERASE
d1051,TRANSFERASE
d1052,HYDROLASE
d1053,OXIDOREDUCTASE
d1054,IMMUNE SYSTEM
d1055,TRANSFERASE
d1056,GENE REGULATION
d1057,HYDROLASE
d1058,TRANSFERASE
d1059,HYDROLASE/HYDROLASE INHIBITOR
d1060,SUGAR BINDING PROTEIN
d1061,TRANSPORT PROTEIN
d1062,STRUCTURAL GENOMICS
d1063,Transferase/Hydrolase
d1064,RIBOSOME
d1065,TRANSFERASE
d1066,IMMUNE SYSTEM
d1067,SIGNALING PROTEIN
d1068,TRANSCRIPTION
d1069,TRANSFERASE
d1070,ISOMERASE
d1071,HYDROLASE
d1072,VIRAL PROTEIN
d1073,METAL BINDING PROTEIN
d1074,OXIDOREDUCTASE
d1075,RIBOSOME
d1076,SIGNALING PROTEIN
d1077,CHEMOTAXIS
d1078,IMMUNE SYSTEM
d1079,STRUCTURAL PROTEIN
d1080,OXIDOREDUCTASE
d1081,OXYGEN TRANSPORT
d1082,MEMBRANE PROTEIN
d1083,TRANSCRIPTION REGULATOR
d1084,HYDROLASE/HYDROLASE INHIBITOR
d1085,Hydrolase/Hydrolase inhibitor
d1086,IMMUNE SYSTEM
d1087,LIPID BINDING PROTEIN
d1088,transferase/DNA
d1089,SIGNALING PROTEIN
d1090,OXIDOREDUCTASE
d1091,TRANSFERASE/TRANSFERASE INHIBITOR
d1092,TRANSFERASE/TRANSFERASE INHIBITOR
d1093,HYDROLASE/HYDROLASE INHIBITOR
d1094,SIGNALING PROTEIN
d1095,PROTEIN BINDING
d1096,CHAPERONE
d1097,OXIDOREDUCTASE
d1098,TRANSFERASE
d1099,HYDROLASE
d1100,MEMBRANE PROTEIN
d1101,SERINE HYDROLASE
d1102,MOTOR PROTEIN
d1103,ISOMERASE
d1104,PROTEIN TRANSPORT
d1105,HYDROLASE/DNA
d1106,SIGNALING PROTEIN
d1107,Hydrolase/Hydrolase Inhibitor
d1108,TRANSFERASE
d1109,COMPLEX (ELECTRON TRANSPORT/PEPTIDE)
d1110,HYDROLASE
d1111,TRANSFERASE
d1112,OXIDOREDUCTASE
d1113,HYDROLASE
d1114,METAL BINDING PROTEIN
d1115,STRUCTURAL PROTEIN
d1116,DNA BINDING PROTEIN
d1117,APOPTOSIS
d1118,ALLERGEN
d1119,TRANSFERASE
d1120,SIGNALING PROTEIN
d1121,TRANSFERASE/TRANSFERASE INHIBITOR
d1122,Hydrolase/Antibiotic
d1123,VIRAL PROTEIN
d1124,LIPASE
d1125,OXIDOREDUCTASE/OXIDOREDUCATSE INHIBITOR
d1126,TRANSFERASE
d1127,STRUCTURAL PROTEIN
d1128,HYDROLASE
d1129,MEMBRANE PROTEIN
d1130,LYASE
d1131,ELECTRON TRANSPORT
d1132,TRANSFERASE
d1133,TRANSFERASE
d1134,OXIDOREDUCTASE
d1135,TRANSFERASE/TRANSFERASE INHIBITOR
d1136,TRANSFERASE/TRANSFERASE INHIBITOR
d1137,DE NOVO PROTEIN
d1138,HYDROLASE
d1139,DNA BINDING PROTEIN
d1140,HYDROLASE
d1141,HYDROLASE
d1142,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d1143,LYASE
d1144,HYDROLASE
d1145,IMMUNE SYSTEM
d1146,OXIDOREDUCTASE
d1147,ISOMERASE
d1148,OXIDOREDUCTASE
d1149,OXIDOREDUCTASE
d1150,TRANSFERASE
d1151,OXIDOREDUCTASE
d1152,TRANSPORT PROTEIN
d1153,TRANSFERASE
d1154,OXIDOREDUCTASE
d1155,PROTEIN BINDING
d1156,TRANSFERASE
d1157,Transferase/transferase inhibitor
d1158,LIPID BINDING PROTEIN
d1159,VIRAL PROTEIN/IMMUNE SYSTEM
d1160,HYDROLASE
d1161,OXIDOREDUCTASE/INHIBITOR
d1162,MEMBRANE PROTEIN
d1163,OXIDOREDUCTASE
d1164,hydrolase/hydrolase inhibitor
d1165,HYDROLASE
d1166,TRANSFERASE/TRANSFERASE REGULATOR
d1167,TRANSPORT PROTEIN
d1168,HYDROLASE
d1169,OXIDOREDUCTASE
d1170,HYDROLASE
d1171,TRANSCRIPTION
d1172,IMMUNE SYSTEM
d1173,TRANSFERASE
d1174,TRANSFERASE
d1175,STRUCTURAL PROTEIN
d1176,HYDROLASE
d1177,MEMBRANE PROTEIN
d1178,TRANSFERASE/DNA
d1179,DNA BINDING PROTEIN
d1180,LYASE
d1181,FMN-BINDING PROTEIN
d1182,TRANSFERASE
d1183,LIPASE
d1184,TRANSFERASE (AMINOTRANSFERASE)
d1185,HYDROLASE
d1186,RNA
d1187,OXIDOREDUCTASE
d1188,RIBOSOME
d1189,DNA
d1190,HYDROLASE
d1191,HYDROLASE
d1192,SERINE PROTEINASE INHIBITOR
d1193,LIGASE
d1194,SIGNALING PROTEIN/IMMUNE SYSTEM
d1195,HYDROLASE
d1196,TRANSFERASE
d1197,HORMONE
d1198,OXIDOREDUCTASE
d1199,OXIDOREDUCTASE
d1200,HYDROLASE
d1201,MEMBRANE PROTEIN
d1202,PROTEIN BINDING
d1203,HYDROLASE
d1204,MEMBRANE PROTEIN
d1205,IMMUNE SYSTEM
d1206,LYASE
d1207,DNA BINDING PROTEIN
d1208,IMMUNE SYSTEM
d1209,HYDROLASE
d1210,OXIDOREDUCTASE
d1211,CHAPERONE
d1212,HYDROLASE
d1213,TRANSPORT PROTEIN
d1214,TRANSFERASE/TRANSFERASE INHIBITOR
d1215,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d1216,TRANSFERASE
d1217,PROTEIN TRANSPORT
d1218,DNA
d1219,PROTEIN BINDING/INHIBITOR
d1220,OXIDOREDUCTASE
d1221,DNA
d1222,VIRAL PROTEIN
d1223,DE NOVO PROTEIN
d1224,ISOMERASE
d1225,TRANSFERASE
d1226,METAL BINDING PROTEIN
d1227,UNKNOWN FUNCTION
d1228,LYASE
d1229,TRANSFERASE
d1230,OXIDOREDUCTASE
d1231,TRANSFERASE
d1232,OXIDOREDUCTASE
d1233,VIRAL PROTEIN
d1234,VIRAL PROTEIN
d1235,CALCIUM-BINDING PROTEIN
d1236,ANTIBIOTIC
d1237,DNA
d1238,TRANSFERASE
d1239,OXIDOREDUCTASE
d1240,ISOMERASE
d1241,IMMUNE SYSTEM
d1242,TRANSFERASE
d1243,HYDROLASE
d1244,PEPTIDE BINDING PROTEIN
d1245,OXIDOREDUCTASE
d1246,TRANSFERASE
d1247,HYDROLASE
d1248,Transferase/Transferase Inhibitor
d1249,transferase/growth factor
d1250,VIRAL PROTEIN
d1251,TRANSFERASE
d1252,HYDROLASE
d1253,TRANSFERASE
d1254,ISOMERASE/RNA
d1255,ANTIBIOTIC BIOSYNTHESIS
d1256,OXIDOREDUCTASE
d1257,TRANSFERASE
d1258,ISOMERASE
d1259,HYDROLASE
d1260,Transferase/Transferase inhibitor
d1261,OXIDOREDUCTASE
d1262,OXIDOREDUCTASE
d1263,RNA
d1264,TRANSFERASE
d1265,HYDROLASE
d1266,HYDROLASE
d1267,PHOSPHATE TRANSPORT
d1268,HYDROLASE/HYDROLASE INHIBITOR
d1269,TRANSPORT PROTEIN
d1270,METAL BINDING PROTEIN
d1271,HYDROLASE
d1272,OXIDOREDUCTASE
d1273,PROTEIN TRANSPORT
d1274,OXIDOREDUCTASE
d1275,LYASE
d1276,TRANSFERASE
d1277,HYDROLASE
d1278,HYDROLASE
d1279,CELL ADHESION
d1280,TRANSFERASE
d1281,SIGNALING PROTEIN
d1282,CELL CYCLE
d1283,OXIDOREDUCTASE
d1284,STRUCTURAL PROTEIN
d1285,PROTEIN BINDING
d1286,ENDONUCLEASE
d1287,PROTEIN BINDING
d1288,RNA BINDING PROTEIN
d1289,DNA binding protein/Transcription
d1290,LYASE
d1291,VIRUS
d1292,TRANSCRIPTION
d1293,STRUCTURAL PROTEIN
d1294,TRANSFERASE
d1295,HYDROLASE
d1296,TRANSPORT(THYROXINE)
d1297,HYDROLASE
d1298,NUCLEAR TRANSPORT
d1299,TRANSFERASE
d1300,CELL ADHESION
d1301,TRANSFERASE/TRANSFERASE inhibitor
d1302,CALCIUM-BINDING PROTEIN
d1303,TRANSFERASE
d1304,LIGASE
d1305,LYASE
d1306,LIPID BINDING PROTEIN
d1307,OXIDOREDUCTASE
d1308,TRANSFERASE
d1309,OXIDOREDUCTASE
d1310,LIGASE
d1311,HYDROLASE
d1312,ISOMERASE
d1313,UNKNOWN FUNCTION
d1314,IMMUNE SYSTEM
d1315,ISOMERASE
d1316,TRANSFERASE
d1317,TRANSFERASE
d1318,CELL ADHESION
d1319,CALCIUM-BINDING PROTEIN
d1320,HYDROLASE
d1321,HYDROLASE
d1322,HYDROLASE
d1323,TRANSCRIPTION
d1324,TRANSCRIPTION
d1325,CELL ADHESION
d1326,OXIDOREDUCTASE
d1327,HYDROLASE
d1328,RIBOSOME
d1329,ELECTRON TRANSPORT
d1330,METAL BINDING PROTEIN
d1331,TRANSFERASE(AMINOTRANSFERASE)
d1332,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d1333,OXIDOREDUCTASE
d1334,TRANSCRIPTION  REGULATOR/DNA
d1335,OXYGEN STORAGE
d1336,TRANSFERASE
d1337,TRANSPORT PROTEIN
d1338,HYDROLASE
d1339,structural genomics
d1340,LIGASE
d1341,TRANSFERASE
d1342,LIPID BINDING PROTEIN
d1343,HYDROLASE/ANTIBIOTIC
d1344,LIGASE
d1345,SUGAR BINDING PROTEIN
d1346,OXIDOREDUCTASE
d1347,ISOMERASE(INTRAMOLECULAR OXIDOREDUCTASE)
d1348,RNA BINDING PROTEIN
d1349,OXIDOREDUCTASE/REPRESSOR
d1350,OXIDOREDUCTASE
d1351,OXIDOREDUCTASE
d1352,HYDROLASE/DNA
d1353,ISOMERASE
d1354,DNA BINDING PROTEIN
d1355,IMMUNE SYSTEM
d1356,HYDROLASE(O-GLYCOSYL)
d1357,DNA BINDING PROTEIN
d1358,SIGNALING PROTEIN
d1359,DNA BINDING PROTEIN
d1360,RNA BINDING PROTEIN
d1361,OXIDOREDUCTASE
d1362,Transferase/Transferase Inhibitor
d1363,DNA
d1364,OXIDOREDUCTASE/PROTEIN BINDING
d1365,IMMUNE SYSTEM
d1366,TRANSFERASE/TRANSFERASE INHIBITOR
d1367,OXIDASE
d1368,ANTIBIOTIC
d1369,HORMONE BINDING PROTEIN/INHIBITOR
d1370,TRANSFERASE
d1371,Oxidoreductase/electron transport
d1372,DNA Binding Protein/DNA
d1373,TRANSFERASE
d1374,HYDROLASE
d1375,HYDROLASE
d1376,STRUCTURAL GENOMICS
d1377,HYDROLASE
d1378,HYDROLASE/HYDROLASE Inhibitor
d1379,VIRAL PROTEIN
d1380,DE NOVO PROTEIN
d1381,IMMUNE SYSTEM
d1382,TRANSCRIPTION
d1383,RNA BINDING PROTEIN
d1384,TRANSFERASE
d1385,TRANSFERASE
d1386,HYDROLASE/HYDROLASE INHIBITOR
d1387,TRANSFERASE
d1388,LYASE
d1389,HYDROLASE
d1390,HYDROLASE
d1391,ISOMERASE
d1392,LIGASE
d1393,HYDROLASE/HYDROLASE INHIBITOR
d1394,HYDROLASE
d1395,VIRAL PROTEIN/IMMUNE SYSTEM
d1396,ISOMERASE
d1397,ANTITUMOR PROTEIN
d1398,RIBOSOME/ANTIBIOTIC
d1399,ANTIGEN
d1400,CELL ADHESION
d1401,Hydrolase/Hormone
d1402,RNA BINDING PROTEIN
d1403,OXIDOREDUCTASE
d1404,LYASE
d1405,STRUCTURAL GENOMICS
d1406,ISOMERASE
d1407,HYDROLASE
d1408,HYDROLASE
d1409,DNA
d1410,NUCLEAR PROTEIN
d1411,OXIDOREDUCTASE
d1412,HORMONE
d1413,TRANSPORT PROTEIN/ISOMERASE
d1414,LYASE
d1415,IMMUNE SYSTEM
d1416,TRANSPORT PROTEIN
d1417,TRANSFERASE
d1418,TRANSPORT PROTEIN
d1419,OXIDOREDUCTASE
d1420,HYDROLASE
d1421,CELL CYCLE
d1422,hydrolase
d1423,RECOMBINATION
d1424,TRANSFERASE
d1425,LYASE
d1426,DNA BINDING PROTEIN/DNA
d1427,HYDROLASE
d1428,HYDROLASE(SERINE PROTEASE)
d1429,OXIDOREDUCTASE
d1430,TRANSFERASE
d1431,HORMONE
d1432,HYDROLASE/HYDROLASE INHIBITOR
d1433,HYDROLASE
d1434,HYDROLASE
d1435,IMMUNE SYSTEM
d1436,TRANSFERASE
d1437,TRANSFERASE
d1438,TRANSCRIPTION
d1439,CALCIUM BINDING PROTEIN
d1440,TRANSFERASE
d1441,HYDROLASE
d1442,TRANSFERASE
d1443,RIBOSOME-INACTIVATING PROTEIN
d1444,RIBOSOME
d1445,TRANSFERASE
d1446,TRANSFERASE
d1447,TOXIN
d1448,DNA BINDING PROTEIN/DNA
d1449,TRANSFERASE/TRANSCRIPTION
d1450,VIRAL PROTEIN/IMMUNE SYSTEM
d1451,PROTEIN BINDING
d1452,TRANSFERASE
d1453,DE NOVO PROTEIN
d1454,DNA
d1455,PLANT PROTEIN
d1456,Transferase
d1457,STRUCTURAL GENOMICS
d1458,HYDROLASE/HYDROLASE INHIBITOR
d1459,Virus
d1460,TRANSFERASE
d1461,TRANSFERASE
d1462,ANTIMICROBIAL PROTEIN
d1463,TRANSPORT PROTEIN
d1464,TRANSFERASE
d1465,IMMUNE SYSTEM
d1466,HYDROLASE
d1467,NUCLEAR RECEPTOR
d1468,Structural Genomics
d1469,LYASE
d1470,HYDROLASE/HYDROLASE INHIBITOR
d1471,TRANSCRIPTION
d1472,LIGAND BINDING PROTEIN
d1473,TRANSCRIPTION
d1474,SIGNALING PROTEIN
d1475,TRANSFERASE
d1476,HYDROLASE/HYDROLASE INHIBITOR
d1477,OXIDOREDUCTASE
d1478,HYDROLASE
d1479,LYASE
d1480,TRANSFERASE
d1481,HYDROLASE
d1482,OXIDOREDUCTASE
d1483,OXIDOREDUCTASE
d1484,HYDROLASE
d1485,TRANSCRIPTION
d1486,FLUORESCENT PROTEIN
d1487,DNA BINDING PROTEIN
d1488,MEMBRANE PROTEIN
d1489,LIGASE
d1490,HYDROLASE
d1491,IMMUNE SYSTEM
d1492,TRANSFERASE
d1493,MEMBRANE PROTEIN
d1494,BINDING PROTEIN
d1495,HYDROLASE
d1496,ELECTRON TRANSPORT
d1497,BIOSYNTHETIC PROTEIN
d1498,TRANSFERASE
d1499,IMMUNE SYSTEM
d1500,HYDROLASE
d1501,SIGNALING PROTEIN
d1502,APOPTOSIS
d1503,CELL ADHESION
d1504,SUGAR BINDING PROTEIN
d1505,TRANSFERASE
d1506,TRANSFERASE
d1507,CHAPERONE
d1508,CHAPERONE
d1509,oxidoreductase
d1510,STRUCTURAL PROTEIN
d1511,HYDROLASE
d1512,HYDROLASE
d1513,DE NOVO PROTEIN
d1514,OXIDOREDUCTASE
d1515,TRANSFERASE
d1516,HYDROLASE
d1517,TRANSFERASE
d1518,HYDROLASE
d1519,TRANSFERASE
d1520,SIGNALING PROTEIN
d1521,STRUCTURAL PROTEIN
d1522,LYASE
d1523,TRANSCRIPTION REGULATOR
d1524,STRUCTURAL PROTEIN
d1525,TRANSLATION
d1526,STRUCTURAL PROTEIN
d1527,DNA BINDING PROTEIN
d1528,SIGNALING PROTEIN
d1529,PROTEIN BINDING
d1530,TRANSFERASE
d1531,IMMUNE SYSTEM
d1532,ELECTRON TRANSPORT
d1533,TRANSFERASE
d1534,Hydrolase/Hydrolase Inhibitor
d1535,LYASE
d1536,PEPTIDE/ANTIBIOTIC
d1537,LIGASE
d1538,BIOTIN-BINDING PROTEIN
d1539,PROTEIN BINDING
d1540,ELECTRON TRANSPORT
d1541,DNA
d1542,HYDROLASE
d1543,HYDROLASE
d1544,VIRAL PROTEIN
d1545,HYDROLASE/HYDROLASE INHIBITOR
d1546,LUMINESCENT PROTEIN
d1547,LIPID BINDING PROTEIN
d1548,OXIDOREDUCTASE
d1549,LYASE
d1550,BIOSYNTHETIC PROTEIN
d1551,TRANSFERASE
d1552,VIRAL PROTEIN
d1553,PLANT PROTEIN
d1554,DNA
d1555,HYDROLASE(CARBOXYLIC ESTERASE)
d1556,SIGNALING PROTEIN
d1557,TRANSPORT PROTEIN
d1558,HYDROLASE
d1559,ANTIMICROBIAL PROTEIN
d1560,ISOMERASE
d1561,RIBOSOME
d1562,RNA binding protein/RNA
d1563,TRANSFERASE
d1564,MEMBRANE PROTEIN
d1565,CELL INVASION
d1566,DNA BINDING PROTEIN
d1567,CYTOKINE
d1568,RNA
d1569,Hydrolase/Hydrolase inhibitor
d1570,HYDROLASE
d1571,LIGASE/TRANSFERASE
d1572,LYASE/DNA
d1573,TRANSCRIPTION
d1574,ISOMERASE/ISOMERASE INHIBITOR
d1575,MEMBRANE PROTEIN/HYDROLASE
d1576,SUGAR TRANSPORT
d1577,HYDROLASE/HYDROLASE INHIBITOR
d1578,HYDROLASE INHIBITOR
d1579,VIRAL PROTEIN/IMMUNE SYSTEM
d1580,ELECTRON TRANSPORT
d1581,ISOMERASE
d1582,HYDROLASE
d1583,VIRAL PROTEIN
d1584,HYDROLASE
d1585,IMMUNE SYSTEM
d1586,HYDROLASE
d1587,TRANSFERASE
d1588,SUGAR BINDING PROTEIN
d1589,NUCLEIC ACID BINDING PROTEIN
d1590,HYDROLASE/HYDROLASE INHIBITOR
d1591,PROTEIN TRANSPORT
d1592,TRANSFERASE
d1593,TRANSLATION
d1594,SIGNALING PROTEIN
d1595,HYDROLASE
d1596,STRUCTURAL PROTEIN
d1597,OXIDOREDUCTASE
d1598,HYDROLASE
d1599,LYASE
d1600,TRANSFERASE
d1601,VIRAL PROTEIN
d1602,SIGNALING PROTEIN
d1603,TOXIN
d1604,STRUCTURAL GENOMICS
d1605,METAL TRANSPORT
d1606,CELL ADHESION
d1607,STRUCTURAL GENOMICS
d1608,LYASE
d1609,TRANSFERASE
d1610,OXIDOREDUCTASE
d1611,structural protein
d1612,TRANSFERASE
d1613,DE NOVO PROTEIN
d1614,TRANSFERASE/RNA
d1615,LYASE
d1616,OXIDOREDUCTASE
d1617,METAL BINDING PROTEIN
d1618,OXIDOREDUCTASE
d1619,HYDROLASE
d1620,HYDROLASE/RNA
d1621,CALCIUM BINDING PROTEIN
d1622,TRANSFERASE
d1623,TRANSFERASE
d1624,TRANSFERASE
d1625,METAL BINDING PROTEIN
d1626,MEMBRANE PROTEIN
d1627,hydrolase inhibitor
d1628,CELL CYCLE
d1629,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d1630,TRANSFERASE
d1631,CONTRACTILE PROTEIN
d1632,MEMBRANE PROTEIN
d1633,ANTITUMOR PROTEIN
d1634,METAL BINDING PROTEIN
d1635,RIBOSOME
d1636,METAL TRANSPORT
d1637,structural genomics
d1638,IMMUNE SYSTEM
d1639,PHOTOSYNTHETIC REACTION CENTER
d1640,HYDROLASE
d1641,METAL BINDING PROTEIN
d1642,TRANSFERASE
d1643,OXIDOREDUCTASE
d1644,HORMONE RECEPTOR/PEPTIDE
d1645,HYDROLASE
d1646,HYDROLASE
d1647,ISOMERASE
d1648,RNA BINDING PROTEIN/RNA
d1649,BLOOD CLOTTING
d1650,TOXIN
d1651,TRANSFERASE
d1652,HYDROLASE
d1653,TRANSFERASE
d1654,OXIDOREDUCTASE
d1655,OXIDOREDUCTASE
d1656,METAL BINDING PROTEIN
d1657,RNA BINDING PROTEIN
d1658,IMMUNE SYSTEM/DNA
d1659,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d1660,OXIDOREDUCTASE
d1661,HORMONE
d1662,TRANSFERASE
d1663,OXIDOREDUCTASE
d1664,ISOMERASE
d1665,HYDROLASE/DNA
d1666,DNA BINDING PROTEIN
d1667,SUGAR BINDING PROTEIN
d1668,LIGASE
d1669,hydrolase/DNA
d1670,DNA/RNA
d1671,HORMONE/GROWTH FACTOR
d1672,HYDROLASE
d1673,IRON TRANSPORT PROTEIN
d1674,SIGNALING PROTEIN
d1675,HYDROLASE
d1676,transferase/transferase inhibitor
d1677,RIBOSOME
d1678,NUCLEAR PROTEIN
d1679,TRANSCRIPTION
d1680,PROTEIN BINDING
d1681,TRANSFERASE
d1682,TRANSFERASE/ELECTRON TRANSPORT/DNA
d1683,TRANSCRIPTION ACTIVATOR
d1684,structural genomics
d1685,ODORANT BINDING PROTEIN
d1686,PROTEIN TRANSPORT
d1687,TRANSCRIPTION
d1688,HYDROLASE
d1689,PROTEASE INHIBITOR
d1690,TRANSFERASE
d1691,LYASE
d1692,DNA BINDING PROTEIN
d1693,GENE REGULATION
d1694,PHOSPHOTRANSFERASE
d1695,LIPID BINDING PROTEIN
d1696,RIBOSOME/ANTIBIOTIC
d1697,TRANSFERASE/TRANSFERASE INHIBITOR
d1698,TRANSPORT PROTEIN
d1699,DE NOVO PROTEIN
d1700,OXIDOREDUCTASE
d1701,HYDROLASE/HYDROLASE INHIBITOR
d1702,TRANSCRIPTION
d1703,LIGASE
d1704,TRANSFERASE
d1705,OXYGEN TRANSPORT
d1706,TRANSFERASE
d1707,RECOMBINATION
d1708,TRANSFERASE/TRANSFERASE Inhibitor
d1709,HYDROLASE
d1710,MOTOR PROTEIN
d1711,SUGAR BINDING PROTEIN
d1712,TRANSCRIPTION
d1713,APOPTOSIS
d1714,SIGNALING PROTEIN
d1715,HYDROLASE
d1716,STRUCTURAL GENOMICS
d1717,OXIDOREDUCTASE
d1718,TRANSFERASE
d1719,HYDROLASE
d1720,HYDROLASE/SUGAR BINDING PROTEIN
d1721,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d1722,OXIDOREDUCTASE
d1723,RNA
d1724,LYASE
d1725,OXIDOREDUCTASE
d1726,TRANSFERASE
d1727,DNA
d1728,MEMBRANE PROTEIN
d1729,protein transport/inhibitor
d1730,HYDROLASE/HYDROLASE INHIBITOR
d1731,OXIDOREDUCTASE
d1732,HYDROLASE
d1733,TRANSFERASE
d1734,TRANSPORT PROTEIN
d1735,RIBOSOME
d1736,SUGAR BINDING PROTEIN
d1737,TRANSFERASE
d1738,VIRAL PROTEIN
d1739,HYDROLASE
d1740,OXIDOREDUCTASE/TRANSFERASE
d1741,TRANSCRIPTION
d1742,TRANSCRIPTION
d1743,ISOMERASE
d1744,RNA
d1745,TRANSPORT PROTEIN
d1746,HYDROLASE
d1747,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d1748,hydrolase/hydrolase inhibitor
d1749,OXIDOREDUCTASE
d1750,TRANSFERASE
d1751,HYDROLASE
d1752,TRANSFERASE
d1753,TRANSFERASE
d1754,METAL BINDING PROTEIN
d1755,LIPID BINDING PROTEIN
d1756,ATP-BINDING PROTEIN
d1757,HYDROLASE
d1758,CHAPERONE
d1759,TRANSFERASE
d1760,TRANSFERASE
d1761,TRANSPORT PROTEIN
d1762,ISOMERASE/ISOMERASE INHIBITOR
d1763,OXIDOREDUCTASE
d1764,TRANSFERASE/TRANSFERASE INHIBITOR
d1765,HYDROLASE
d1766,RECOMBINATION
d1767,PROTEIN BINDING
d1768,OXIDOREDUCTASE
d1769,TOXIN
d1770,OXIDOREDUCTASE
d1771,LYASE
d1772,OXIDOREDUCTASE
d1773,OXIDOREDUCTASE
d1774,HYDROLASE
d1775,VIRUS
d1776,GENE REGULATION
d1777,DNA
d1778,Oxidoreductase activator
d1779,TRANSFERASE
d1780,HYDROLASE
d1781,HYDROLASE
d1782,HYDROLASE/PROTEIN BINDING
d1783,HYDROLASE
d1784,HYDROLASE
d1785,STRUCTURAL PROTEIN
d1786,CELL CYCLE
d1787,METAL BINDING PROTEIN
d1788,Transferase/transferase inhibitor
d1789,TRANSPORT PROTEIN
d1790,OXIDOREDUCTASE
d1791,TRANSFERASE
d1792,HYDROLASE
d1793,LYASE
d1794,OXIDOREDUCTASE
d1795,TRANSFERASE
d1796,HYDROLASE
d1797,IMMUNE SYSTEM
d1798,TRANSFERASE
d1799,HYDROLASE
d1800,DNA INTEGRATION
d1801,CELL ADHESION
d1802,PROTEIN BINDING
d1803,TRANSFERASE
d1804,TRANSFERASE
d1805,SIGNALING PROTEIN
d1806,HORMONE/GROWTH FACTOR
d1807,HYDROLASE
d1808,METAL BINDING PROTEIN
d1809,HYDROLASE(ACID PROTEASE)
d1810,TOXIN
d1811,BIOSYNTHETIC PROTEIN
d1812,APOPTOSIS
d1813,ISOMERASE
d1814,MEMBRANE PROTEIN
d1815,UNKNOWN FUNCTION
d1816,TRANSFERASE
d1817,HYDROLASE
d1818,ELECTRON TRANSFER
d1819,TRANSPORT PROTEIN
d1820,ISOMERASE
d1821,PHOSPHOTRANSFERASE
d1822,HYDROLASE
d1823,HYDROLASE/HYDROLASE INHIBITOR
d1824,ISOMERASE
d1825,TRANSFERASE/DNA
d1826,ELECTRON TRANSPORT
d1827,Structural genomics
d1828,OXIDOREDUCTASE
