structureId,experimentalTechnique,macromoleculeType,residueCount,resolution,structureMolecularWeight,crystallizationMethod,crystallizationTempK,densityMatthews,densityPercentSol,pdbxDetails,phValue,publicationYear,
4V35,X-RAY DIFFRACTION,Protein,342,2.3,39416.93,,,4.81,74.4,"0.085 M NAAC PH 6.4, 1.6 M (NH4)2SO4, 20% (V/V) GLYCEROL",6.4,2015,
4RRQ,X-RAY DIFFRACTION,Protein,294,1.79,34187.32,"VAPOR DIFFUSION, HANGING DROP",298,2.18,43.69,"BisTris, NaCl, PEG3350, pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 298K",6.5,2015,
2OHA,X-RAY DIFFRACTION,Protein,154,1.8,18212.81,"VAPOR DIFFUSION, HANGING DROP",293,3.06,59.76,"PROTEIN SOLUTION (20 MG/ML PROTEIN, 0.020 M TRIS-HCL, pH 9.0), MIXED IN A 1:1 RATIO WITH THE WELL SOLUTION (2.8 M AMMONIUM SULPHATE, 0.050 M TRIS-HCL, pH 9.0), cryo-protected with 20% SUCROSE, vapor diffusion, hanging drop, temperature 293K, VAPOR DIFFUSION, HANGING DROP",9,2007,
4CTK,X-RAY DIFFRACTION,Protein,552,1.53,63614,,,2.36,47.94,pH 8.5,8.5,2014,
 unknown function,3JZV,X-RAY DIFFRACTION,Protein,166,2.3,18649.98,"VAPOR DIFFUSION, SITTING DROP",298,3.45,64.31,"15 % MPD, 0.1M Sodium Hepes pH 7.5, 0.8M Potassium Sodium Tartrate tetrahydrate, VAPOR DIFFUSION, SITTING DROP, temperature 298K",7.5,,
9HVP,X-RAY DIFFRACTION,Protein,198,2.8,22398.46,,,2.23,44.86,,,1990,
4CE2,X-RAY DIFFRACTION,Protein,214,2.38,24574.43,,,3.17,61,pH 7,7,2014,
2HV9,X-RAY DIFFRACTION,Protein,298,2.6,35205.07,"VAPOR DIFFUSION, HANGING DROP",291,1.89,34.99,"1.2 M SODIUM/POTASSIUM TARTRATE, 0.05 M bis(2-hydroxyethyl)amino-tris(hydroxy-methyl)methane, 0.02 M DTT, pH 6.25, VAPOR DIFFUSION, HANGING DROP, temperature 291K",6.25,2006,
2W8D,X-RAY DIFFRACTION,Protein,872,2.35,101464.66,,,2.18,44,"150 MM MGCL2, 100 MM BICINE, PH 8.0 AND 25 % (W/V) PEG 1500",8,2009,
5KA3,X-RAY DIFFRACTION,Protein,306,2.14,36108.77,"VAPOR DIFFUSION, SITTING DROP",277,3.45,64.37,"0.1 HEPES, pH 7.8, 0.2 M MgCl2, 20.5% PEG8000",,2017,
220L,X-RAY DIFFRACTION,Protein,164,1.85,18873.53,"VAPOR DIFFUSION, HANGING DROP",277,2.8,56.1,"CRYSTALS GROWN IN HANGING DROPS AT 4 DEGREES C. PROTEIN 10-20 MG/ML IN A BUFFER CONTAINING 0.1M NA2PO4 PH 6.6, 0.55 M NACL WAS DILUTED 1/2 WITH A WELL SOLUTION CONTAINING 1.8-2.2M NA/KPO4 PH 6.3-7.1., pH 7.0, vapor diffusion - hanging drop, temperature 277K",7,1998,
2NS3,SOLUTION NMR,Protein,14,,1314.6,,,,,,,2007,
4R50,X-RAY DIFFRACTION,Protein,192,2.85,21821.69,"VAPOR DIFFUSION, HANGING DROP",,2.38,48.26,"40-70% MPD, 20-100mM Glycine, pH 6.5 - 7.5, VAPOR DIFFUSION, HANGING DROP",,2015,
2KG8,SOLUTION NMR,Protein,86,,9683.57,,,,,,,2009,
4OLN,X-RAY DIFFRACTION,Protein#DNA,202,1.7,30676.07,"VAPOR DIFFUSION, HANGING DROP",293.15,2.25,45.45,"12% PEG3350, 100 mM ammonium acetate, 100 mM Bis-Tris, pH 5.5, microseeded with a 1:100 dilution of crushed crystals of the same protein:DNA construct grown using higher concentration PEG3350 and 75 mM ammonium acetate, VAPOR DIFFUSION, HANGING DROP, temperature 293.15K",5.5,2014,
3PZ7,X-RAY DIFFRACTION,Protein,91,2.44,10694.66,"VAPOR DIFFUSION, HANGING DROP",278,2.07,40.46,"0.1M Sodium Cacodylate, 20% PEG 3350, 4% Ethylene Glycol, 0.2M Ammonium Acetate, pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 278.0K",6.5,,
4FNJ,X-RAY DIFFRACTION,RNA,35,1.95,11375.22,"VAPOR DIFFUSION, HANGING DROP",296,2.89,57.39,"0.004M MgSO4, 0.05M Tris, 30% 1,6-hexanediol, VAPOR DIFFUSION, HANGING DROP, temperature 296K, pH 8.5",8.5,2012,
1ROW,X-RAY DIFFRACTION,Protein,218,2,22044.97,"VAPOR DIFFUSION, HANGING DROP",295,1.96,36.8,"1.7M lithium sulfate, 0.05M Mes, 0.1M magnesium chloride, pH 5.6, VAPOR DIFFUSION, HANGING DROP, temperature 295K",5.6,2004,
2FYM,X-RAY DIFFRACTION,Protein,1760,1.6,186502.5,"VAPOR DIFFUSION, HANGING DROP",298,2.47,50.11,"2.4M Sodium malonate, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K",7,2006,
3L2X,X-RAY DIFFRACTION,Protein,164,1.8,19154.05,"VAPOR DIFFUSION, HANGING DROP",277,2.71,54.68,"2.0M dibasic potassium phosphate and monobasic sodium phosphate, 0.25M sodium chloride,  0.04% sodium azide, saturated with bis(2-hydroxyethyl) disulfide, pH 6.4, vapor diffusion, hanging drop, temperature 277K",6.4,,
1W7A,X-RAY DIFFRACTION,Protein#DNA,1660,2.27,198712.25,,,2.06,0.49,"12-14% PEG6000, 150-300MM NACL, 10 MM MGCL2, 25 MM HEPES PH 7.5, 100 UM ADP",7.5,2004,
4O8M,X-RAY DIFFRACTION,Protein,2768,1.7,310066.12,"VAPOR DIFFUSION, SITTING DROP",298,2.19,43.75,"Protein (39.2 mg/ml, 10 mM HEPES pH 7.5, 5 mM DTT, 1 mM L-Galactonate); Reservoir (2.0 M Ammonium Sulfate, 0.1 M Bis-Tris pH 6.5); Cryoprotection (80% Concentrated Lithium Sulfate, 20% Reservoir), VAPOR DIFFUSION, SITTING DROP, temperature 298K",6.5,2015,
2VRO,X-RAY DIFFRACTION,Protein,1064,1.6,113369.18,,,2.14,41.97,pH 6,6,2008,
2W2F,X-RAY DIFFRACTION,Protein,776,1.73,91531.59,,,2.11,41,,,2010,
2Q6U,X-RAY DIFFRACTION,Protein,396,1.75,45159.29,"VAPOR DIFFUSION, SITTING DROP",293,2.92,57.93,"30% PEG-1500, 50 mM HEPES, pH 6.6, VAPOR DIFFUSION, SITTING DROP, temperature 293K",6.6,2007,
3I5Z,X-RAY DIFFRACTION,Protein,380,2.2,44413.73,"VAPOR DIFFUSION, HANGING DROP",298,2.11,41.74,"Protein: 14 mg/ml, 20 mM Tris-HCl pH 7.0, 5 mM DTT, 200 mM NaCl. Precipitant: 100 mM HEPES pH 7.2, 28-30% PEG MME 2000, 200 mM Ammonium sulfate, 20 mM 2-Mercaptoethanol, VAPOR DIFFUSION, HANGING DROP, temperature 298K",7.2,2009,
5JVM,X-RAY DIFFRACTION,Protein,164,1.57,19301.96,"VAPOR DIFFUSION, HANGING DROP",298,2.99,58.88,"30% (w/v) pentaerythritol ethoxylate (PEE) 797, 1.5% (w/v) ethylene glycol monoethylether, 400 mM MgCl2, 100 mM bis-tris propane pH 9.0",9,2016,
 Unknown function,3K8R,X-RAY DIFFRACTION,Protein,248,2.75,26961.42,"VAPOR DIFFUSION, SITTING DROP",277,2.66,53.72,"20.0000% PEG-6000, 0.1M TRIS pH 8.0, NANODROP, VAPOR DIFFUSION, SITTING DROP, temperature 277K",8,,
 Transcription regulation,3ECH,X-RAY DIFFRACTION,Protein,309,1.8,36144.62,MICROBATCH,291,1.9,35.16,"20% PEG 3000, 0.1M sodium citrate, pH 5.5, microbatch, temperature 291K",5.5,2008,
1FHG,X-RAY DIFFRACTION,Protein,154,2,16974.35,"VAPOR DIFFUSION, SITTING DROP",273,2.03,30,"PEG6000, sodium acetate, pH 4.0, VAPOR DIFFUSION, SITTING DROP, temperature 273.0K",4,1992,
1CU6,X-RAY DIFFRACTION,Protein,164,2.1,18811.44,"VAPOR DIFFUSION, HANGING DROP",,2.8,56.07,"NA2PO4, NACL, VAPOR DIFFUSION, HANGING DROP",,1999,
2PLZ,X-RAY DIFFRACTION,Protein,36,1.36,4436.91,"VAPOR DIFFUSION, HANGING DROP",293,1.9,35.13,"1.0 M Lithium sulfate, 2% (w/v) PEG8000, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K",7,2007,
5L80,X-RAY DIFFRACTION,Protein,706,2.8,79401.34,"VAPOR DIFFUSION, SITTING DROP",277,2.48,50.5,"Sodium Malonate, PEG 1000, MES",6,2016,
1ODD,X-RAY DIFFRACTION,Protein,118,2.2,13405.31,,,2.4,47,"PROTEIN WAS CRYSTALLIZED FROM 0.1M SODIUM CACODYLATE, 0.2M SODIUM ACETATE, 20%(W/V) PEG8000, PH 6.0; THEN SOAKED IN 35% PEG8000 WITH CRYSTALLIZATION BUFFER.",6,1997,
3CU4,X-RAY DIFFRACTION,Protein,85,1.3,9286.25,VAPOR DIFFUSION,298,2.14,42.44,"1.2 M trisodium citrate, 0.1 M Tris pH 8.5 (Salt Rx screen-22), microseeding, pH 5.0, VAPOR DIFFUSION, temperature 298K",5,2008,
4GXE,X-RAY DIFFRACTION,Protein,334,3,37873.77,,293,3.79,67.51,"0.8M ammonium sulfate, 20mM Tris pH 8 mixed 1:1 with 10mg/ml protein + 4M urea, VAPOR DIFFUSION, HANGING DROP, temperature 293K",8,2013,
5GRL,X-RAY DIFFRACTION,Protein,693,2.79,76217.63,"VAPOR DIFFUSION, HANGING DROP",293,3.44,64.24,"0.1 M HEPES-Na, pH 7.5, 12% (w/v) PEG 3350",7.5,2017,
2RK2,X-RAY DIFFRACTION,Protein,62,1.9,7830.46,"VAPOR DIFFUSION, HANGING DROP",277,2.2,44.18,"50% 2-methyl-2,4-pentanediol (MPD), 100 mM Tris, pH 8.0, VAPOR DIFFUSION, HANGING DROP, temperature 277K",8,2007,
5U52,X-RAY DIFFRACTION,Protein,486,1.94,58865.7,"VAPOR DIFFUSION, SITTING DROP",293,2.44,49.64,"20% PEG monomethyl ether 550, 0.1M bis-tris propane pH 6.5, 0.1M NaCl, 5mg/mL protein concentration.",6.5,2017,
1PPY,X-RAY DIFFRACTION,Protein,252,1.95,27829.49,"VAPOR DIFFUSION, HANGING DROP",292,3.1,59.7,"NH42SO4, pH 5.5, VAPOR DIFFUSION, HANGING DROP, temperature 292K",5.5,2003,
1DSC,SOLUTION NMR,Protein#DNA,27,,6112.68,,,,,,,1996,
4H8M,X-RAY DIFFRACTION,Protein,64,1.43,6647.98,"VAPOR DIFFUSION, SITTING DROP",291,1.92,35.95,"30 mM sodium fluoride, 30 mM sodium bromide, 30 mM sodium iodide, 50 mM sodium HEPES, 50 mM MOPS (acid) pH 7.5, 20 % PEG-MME 550 and 10 % PEG 20K, VAPOR DIFFUSION, SITTING DROP, temperature 291K",7.5,,
4D0I,ELECTRON MICROSCOPY,,13152,8.1,1481866.75,,,,,,,,
1SQK,X-RAY DIFFRACTION,Protein,402,2.5,45761.12,"VAPOR DIFFUSION, HANGING DROP",,2.41,48.97,"PEG 8000 20%, MAGNESIUM ACETATE 200MM, SODIUM CACODYLATE 100 MM, pH 6.50, VAPOR DIFFUSION, HANGING DROP",6.5,2004,
1U1E,X-RAY DIFFRACTION,Protein,1536,2,167562.45,"VAPOR DIFFUSION, HANGING DROP",295,2.41,48.6,"PEG 4000, MES, GLYCEROL, PH 6.2, VAPOR DIFFUSION, HANGING DROP, temperature 295K",6.2,2005,
5KGW,X-RAY DIFFRACTION,Protein,163,2.34,18834.11,VAPOR DIFFUSION,277,2.77,55.61,8%PEG 8K .1M Ammonium Sulfate .1M Na-cacodylate pH 6.5 5mM DTT,6.5,2016,
5I2S,X-RAY DIFFRACTION,Protein,422,3,48351.74,"VAPOR DIFFUSION, HANGING DROP",293,4.05,69.66,"0.1M TRIS PH 8.7, NANO3 0.4M, PEG 4000 24%",8.7,2007,
1XVM,X-RAY DIFFRACTION,Protein,227,1.1,22503.83,"VAPOR DIFFUSION, SITTING DROP",293,2,38.43,"ammonium sulfate, sodium citrate, pH 5, VAPOR DIFFUSION, SITTING DROP, temperature 293K",5,2005,
3KOO,X-RAY DIFFRACTION,Protein,555,2.79,63066.87,VAPOR DIFFUSION,,2.35,47.68,"0.2 M Lithium sulfate, 36% PEG 2250, 0.1M Tris pH 8.4, 0.6 uM b-hexadecyl maltoside, VAPOR DIFFUSION",,2010,
4V23,X-RAY DIFFRACTION,Protein,256,1.7,28785.51,,,2.5,48,"10% W/V PEG 8000, 20% V/V ETHYLENE GLYCOL, 0.02 M EACH OF SODIUM FORMATE, AMMONIUM ACETATE, TRISODIUM CITRATE, SODIUM POTASSIUM TARTRATE, 0.1 M MOPS/HEPES-NA (7.5)",,2015,
2LHF,SOLUTION NMR,Protein,179,,19549.48,,,,,,,2011,
2EPR,SOLUTION NMR,Protein,48,,5226.16,,,,,,,,
5T4C,X-RAY DIFFRACTION,Protein,783,1.8,92117.26,"VAPOR DIFFUSION, HANGING DROP",291,2.91,57.73,"15% PEG 10000, 0.2 M ammonium acetate, 0.1 M bis-tris",5.5,,
1O4F,X-RAY DIFFRACTION,Protein,108,2,12620.13,,,2.2,41.9,pH 5.50,5.5,2003,
1K8R,X-RAY DIFFRACTION,Protein,276,3,31847.96,"VAPOR DIFFUSION, HANGING DROP",290,3.35,63.29,"PEG 3350, pH 8, VAPOR DIFFUSION, HANGING DROP, temperature 290K",8,2001,
 UNKNOWN FUNCTION,1RKI,X-RAY DIFFRACTION,Protein,204,1.6,24555.36,"VAPOR DIFFUSION, HANGING DROP",293,2.35,47.6,"PEG 8000, lithium sulphate, acetate, pH 4.6, VAPOR DIFFUSION, HANGING DROP, temperature 293K",4.6,2005,
4W4O,X-RAY DIFFRACTION,Protein,728,1.8,88246.52,"VAPOR DIFFUSION, HANGING DROP",293,3.26,62.3,"0.1M sodium acetate, 0.1 M zinc acetate, 4% 1,4-butanediol, 12% PEG 4,000",4.6,2015,
1JCR,X-RAY DIFFRACTION,Protein,818,2,93886.92,"VAPOR DIFFUSION, HANGING DROP",290,3.14,60.85,"PEG 8000, Ammonium Acetate, DTT, Tris-HCl, pH  5.7, VAPOR DIFFUSION, HANGING DROP at 290K",5.7,2001,
5NOQ,X-RAY DIFFRACTION,Protein,165,1.6,18293.62,"VAPOR DIFFUSION, HANGING DROP",279.15,2.71,54.55,"PEG 8000, Tris-HCl",8,2017,
5P7L,X-RAY DIFFRACTION,Protein,330,1.17,33813.86,"VAPOR DIFFUSION, SITTING DROP",290,2.44,49.59,"0.1 M ammonium acetate, 0.1 M sodium acetate, 24-30% PEG 4000; crystal obtained by streak-seeding and soaked with 90 mM of fragment 318 with the SMILES code CN(C)C1=C2SC3=CC=CC=C3C2=NN=N1",4.6,2016,
5JYL,X-RAY DIFFRACTION,Protein,708,2.55,77227.05,"VAPOR DIFFUSION, HANGING DROP",293,2.47,50.3,"200 mM potassium phosphate monobasic, 20% PEG 3350",,2017,
4UEH,X-RAY DIFFRACTION,Protein,299,1.16,35206.92,,,2.49,50.57,"SEE MATERIALS AND METHODS SECTION OF PUBLICATION, pH 7.5",7.5,2015,
1DOQ,SOLUTION NMR,Protein,69,,7793.89,,,,,,,2000,
5AZP,X-RAY DIFFRACTION,Protein,1365,1.69,154704.59,"VAPOR DIFFUSION, HANGING DROP",293,4.55,72.97,"PEG 4000, sodium acetate, sodium formate",5.5,2016,
2R9L,X-RAY DIFFRACTION,Protein#DNA,640,2.4,76445.64,"VAPOR DIFFUSION, HANGING DROP",285,2.58,52.27,"20%(w/v)PEG 3350, 0.2 M Ammonium chloride, 10mM MnCl2, pH 7.5, VAPOR DIFFUSION, HANGING DROP, temperature 285K",7.5,2007,
1H5T,X-RAY DIFFRACTION,Protein,1172,1.9,134846.89,,,2.48,50.4,pH 5.50,5.5,2001,
1I04,X-RAY DIFFRACTION,Protein,180,2,20674.4,"VAPOR DIFFUSION, HANGING DROP",298,2.59,52.54,"50-70% ammonium sulfate, citrate, phosphate buffer, VAPOR DIFFUSION, HANGING DROP, temperature 298K",,2001,
5H3Q,X-RAY DIFFRACTION,Protein,324,2.1,37325.97,"VAPOR DIFFUSION, SITTING DROP",293,3.97,68.99,"1.2M Sodium Tartrate, 100mM Tris-HCl pH 8.5, 5 mM DTT",8.5,2017,
4ODU,X-RAY DIFFRACTION,Protein,880,2.29,96344.75,,289,2.18,43.61,"25% (w/v) PEG 2000 MME, pH 7.0, VAPOR DIFFUSION, SITTING DROP, temperature 289K",7,2015,
2FX4,X-RAY DIFFRACTION,Protein,223,1.65,23519.6,VAPOR DIFFUSION,298,3.02,59.23,"25-35 mg/ml protein, 10 mM benzamidine, 0.9-1.2 M Magnesium sulfate, 25-50 mM Tris-HCl, 1.0 mM CaCl2, hanging/sitting drop, 4piperidinebutyrate, pH 8.20, VAPOR DIFFUSION, temperature 298K",8.2,2006,
1ZED,X-RAY DIFFRACTION,Protein,484,1.57,53958.95,"VAPOR DIFFUSION, SITTING DROP",295,2.74,50,"PEG, pH 7.0, VAPOR DIFFUSION, SITTING DROP, temperature 295K",7,2005,
3HEP,X-RAY DIFFRACTION,Protein,153,1.95,17652.99,"VAPOR DIFFUSION, HANGING DROP",295,3.06,59.8,"ammonium phosphate, EDTA, crystal soaking with sodium nitrite, pH 6.4, VAPOR DIFFUSION, HANGING DROP, temperature 295K",6.4,2009,
1QXF,SOLUTION NMR,Protein,66,,7594.71,,,,,,,2004,
5VI6,X-RAY DIFFRACTION,Protein,376,1.24,42741.02,"VAPOR DIFFUSION, SITTING DROP",277,2.14,42.56,35% dioxane,8,2017,
2KH7,SOLUTION NMR,DNA,24,,7374.82,,,,,,,2009,
1NOJ,X-RAY DIFFRACTION,Protein,842,2.4,97956.49,,,2.47,43,,,1996,
4UQA,X-RAY DIFFRACTION,Protein,409,1.52,46653.31,,,2.33,47.2,"0.1 M TRIS-HCL 8.5, 8 % (W/V) PEG 8 K",,2016,
3FP4,X-RAY DIFFRACTION,Protein,549,2.14,62520.6,"VAPOR DIFFUSION, HANGING DROP",298,3.38,63.64,"PEG6K, 5% Ethylene Glyco, 0.15M NaCl, Tris 10mM, pH 8.0, VAPOR DIFFUSION, HANGING DROP, temperature 298K",8,2009,
3S1C,X-RAY DIFFRACTION,Protein,516,2.09,65196.04,"VAPOR DIFFUSION, HANGING DROP",293,2.94,58.19,"30% (w/v) PEG 1500, 0.5% (w/v)n-octyl beta-D-glucoside, 0.1 M Tris-HCl, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 293.0K",7,2016,
1NO9,X-RAY DIFFRACTION,Protein,306,1.9,35858.79,"VAPOR DIFFUSION, HANGING DROP",277,2.51,50.64,"PEG 4000, Sodium Chloride, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 277K",7,2003,
4OUN,X-RAY DIFFRACTION,Protein,163,1.8,18422.74,"VAPOR DIFFUSION, SITTING DROP",298,1.55,20.43,"0.2M sodium acetate trihydrate, 0.1M TRIS, 30% PEG4000, pH 8.5, VAPOR DIFFUSION, SITTING DROP, temperature 298K",8.5,2015,
3HYU,X-RAY DIFFRACTION,Protein,287,1.67,32812.51,hanging drop,298,2.49,50.61,"Sodium Phosphate, Ammonia Sulfate, pH 6.5, hanging drop, temperature 298K",6.5,2010,
4L47,X-RAY DIFFRACTION,Protein#RNA,21494,3.22,4435937.5,VAPOR DIFFUSION,293,3.33,63.06,"4% PEG 20k, 4% PEG550 MME, 0.1M TRIS-ACETATE, 0.2M KSCN, 10mM MgCl, pH 7.0, vapor diffusion, temperature 293K",7,2014,
4ZYD,X-RAY DIFFRACTION,Protein#DNA,177,2.68,24985.22,"VAPOR DIFFUSION, SITTING DROP",277.15,2.71,54.67,"20% PEG 3350, Na/K tartrate 0.2 M",7.5,2015,
1GIT,X-RAY DIFFRACTION,Protein,353,2.6,40820.04,,,2.67,50,,,1996,
1NUL,X-RAY DIFFRACTION,Protein,304,1.8,34223.87,,,2.15,43,"XPRT WAS CRYSTALLISED FROM 18 - 23% PEG 4000, 0.1 M LI2SO4 IN 0.1 M TRIS-HCL, PH 8., pH 8.0",8,1997,
3N5T,X-RAY DIFFRACTION,Protein,888,2.52,102474.27,"VAPOR DIFFUSION, SITTING DROP",278,2.46,49.9,"9-12% PEG 3350, 0.2M magnesium acetate, 0.1M sodium cacodylate, 0.005M TCEP-HCl , pH 6.5, VAPOR DIFFUSION, SITTING DROP, temperature 278K",6.5,2010,
4JNL,X-RAY DIFFRACTION,Protein,247,2,28126.83,"VAPOR DIFFUSION, SITTING DROP",298,2.16,42.95,"2.0M ammonium sulfate, 50mM sodium citrate, 5% PEG400, pH 4.6, vapor diffusion, sitting drop, temperature 298K",4.6,,
1VRW,X-RAY DIFFRACTION,Protein,672,2.4,77522.8,,,2.44,49.65,pH 5.60,5.6,2002,
2PYY,X-RAY DIFFRACTION,Protein,684,2.1,75707.23,"VAPOR DIFFUSION, HANGING DROP",294,2.48,50.43,"16%(w/v) PEG 8000, 0.1 M sodium citrate, 5 mM imidazole, 5 mM L-glutamate, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 294K",5,2008,
5F8P,X-RAY DIFFRACTION,Protein,476,2.2,55489.06,"VAPOR DIFFUSION, HANGING DROP",293,3.24,62.06,"10 %(w/v) polyethylene glycol (PEG) 3350, 0.1 M trisodium citrate dehydrate, 3.0 mM N-oxalylglycine (NOG)",,,
5VC9,X-RAY DIFFRACTION,Protein#DNA,146,2.1,26139.11,VAPOR DIFFUSION,291,2.4,49.3,"30% PEG-1500, 5% MPD, 0.2 M sodium chloride, 0.1 M HEPES",7.5,2018,
1OK8,X-RAY DIFFRACTION,Protein,394,2,44076.05,,,2.44,49,"20-30% PEG 400, 0.08 M NACL, 0.1 M MOPS PH 7-8.",7,2004,
1JIS,X-RAY DIFFRACTION,Protein,129,1.9,14331.16,LIQUID DIFFUSION,293,2.08,40.74,"Na-acetate buffer, pH 4.6, 10% NaCl, LIQUID DIFFUSION at 293K",4.6,2001,
1I4F,X-RAY DIFFRACTION,Protein,385,1.4,45372.37,"VAPOR DIFFUSION, HANGING DROP",291,1.9,35.9,"PEG 8000, Tris-HCl, NaCl. PEG 400 as cryo protectant., pH 8.5, VAPOR DIFFUSION, HANGING DROP, temperature 291K",8.5,2001,
3LWM,X-RAY DIFFRACTION,Protein#DNA,564,2.19,69536.83,"VAPOR DIFFUSION, SITTING DROP",291,2.31,46.81,"0.05M TRIS HCl, pH 8, 0.2M ammonium chloride, 0.01M calcium chloride and 35% PEG 4000, VAPOR DIFFUSION, SITTING DROP, temperature 291K",8,2010,
2D98,X-RAY DIFFRACTION,Protein,189,2,21861.41,"VAPOR DIFFUSION, HANGING DROP",293,1.9,35.27,"1.5M ammonium sulfate, 0.1M Na citrate , pH 4.3, VAPOR DIFFUSION, HANGING DROP, temperature 293K",4.3,2006,
4DLJ,X-RAY DIFFRACTION,Protein,360,2.6,41949.9,"VAPOR DIFFUSION, HANGING DROP",293,2.33,47.27,"100 mM MES, 20-30% PEG4000, 50 mM n-BOG, pH 6.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K",6,2012,
5FNZ,X-RAY DIFFRACTION,Protein,676,2.52,74390.87,,,2.72,54.86,"PROTEIN WAS CRYSTALLIZED FROM 1.5 M LI2SO4, 100 MM HEPES, PH 7.5",7.5,2017,
5DO0,X-RAY DIFFRACTION,Protein,1108,2.6,126968.47,"VAPOR DIFFUSION, HANGING DROP",294,2.76,55.5,"0.1 M HEPES-NaOH buffer at pH 7.5, 10 % v/v isopropanol, 20 % w/v polyethylene glycol 4000",,2016,
 Unknown Function,4IAJ,X-RAY DIFFRACTION,Protein,624,1.91,74352.64,"VAPOR DIFFUSION, SITTING DROP",277,2.2,44.01,"0.2M magnesium nitrate, 20.0% polyethylene glycol 3350, NANODROP, VAPOR DIFFUSION, SITTING DROP, temperature 277K",,,
2F5X,X-RAY DIFFRACTION,Protein,936,1.72,102490.35,"VAPOR DIFFUSION, HANGING DROP",278,2.43,49.29,"Tris 10 mM, (NH4)2SO4 0.2 M, PEG1500 36% (w/v), glycerol 15%, pH 8.00, VAPOR DIFFUSION, HANGING DROP, temperature 278K",8,2006,
5K7M,X-RAY DIFFRACTION,Protein,574,1.65,65306.2,"VAPOR DIFFUSION, HANGING DROP",291,2.34,47.36,"0.1 M Tris pH 8.0, 20% PEG3350",8,2016,
5CTU,X-RAY DIFFRACTION,Protein,424,1.45,48746.08,"VAPOR DIFFUSION, HANGING DROP",296,2.08,40.91,"40-43% MPD_P1K_P3350, 100 mM Mops/Na-Hepes, 100 mM Divalents",7.6,2016,
1UIK,X-RAY DIFFRACTION,Protein,1254,2.3,143789.91,"VAPOR DIFFUSION, HANGING DROP",,3.3,62.47,"pH 7.5, VAPOR DIFFUSION, HANGING DROP",7.5,2004,
2KV6,SOLUTION NMR,Protein#DNA,28,,7960.63,,,,,,,2010,
3V83,X-RAY DIFFRACTION,Protein,4188,2.1,472505.19,"VAPOR DIFFUSION, HANGING DROP",298,2.99,58.8,"100mM HEPES, pH 7.5, 1.6 M ammonium sulfate, and 2% PEG 1000, VAPOR DIFFUSION, HANGING DROP, temperature 298K",7.5,2012,
2IQ0,X-RAY DIFFRACTION,Protein,315,1.95,36626.71,"VAPOR DIFFUSION, HANGING DROP",277,2.15,42.8,"20 % PEG 6000, 50 mM Citrate, subsequent glutaraldehyde x-linking, ligand soaking, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 277K",5,2006,
1YED,X-RAY DIFFRACTION,Protein,890,3.1,97905.56,,,2.99,58.88,pH 7.0,7,1997,
2V2U,X-RAY DIFFRACTION,Protein,346,1.9,41628.96,,,1.91,35.68,"0.2 M SODIUM ACETATE, 0.1 M SODIUM CACODYLATE PH 6.5 AND 30% PEG 8000",6.5,2007,
5VPZ,X-RAY DIFFRACTION,Protein,340,1.85,39942.84,"VAPOR DIFFUSION, HANGING DROP",295,2.7,54.51,"0.2 mol/L sodium acetate, 0.1 mol/L Tris pH 8.5, 24% PEG 3,350",,2017,
3SSF,X-RAY DIFFRACTION,DNA#RNA,24,1.6,7572.72,,292,1.94,36.7,"40% MPD, 0.04M hexamminecobalt(III) chloride, 0.02M magnesium chloride, 0.04M lithium chloride, 0.04M sodium cacodylate, pH 5.5, VAPOR DIFFUSION, HANGING DROP, temperature 292K",5.5,2012,
4AO6,X-RAY DIFFRACTION,Protein,259,1.6,28294.2,,,1.86,34.02,"26-30% POLYETHYLENE GLYCOL (PEG) 3350, 3% GLYCEROL 0.1 M SODIUM MALONATE PH 7.0",,2013,
5V58,X-RAY DIFFRACTION,Protein,519,2.59,59558.27,EVAPORATION,293,2.08,40.74,"9% PEG3350, 250 mM sodium nitrate, 100 mM 3-(1-pyridino)-1-propane sulfonate",,2017,
1J1W,X-RAY DIFFRACTION,Protein,2964,3.2,325004.16,"VAPOR DIFFUSION, HANGING DROP",293,2.6,52.5,"PEG 6000, HEPES-NaOH, CaCl2, NADP+, Isocitrate, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 293.0K",7,2003,
1XDW,X-RAY DIFFRACTION,Protein,331,1.98,36631.15,"VAPOR DIFFUSION, SITTING DROP",290,2.81,56.17,"15-18 % PEG MME 2000 or PEG 2000, and 0.2 M sodium or lithium acetate, pH 7.0, VAPOR DIFFUSION, SITTING DROP, temperature 290K",7,2005,
5VRA,X-RAY DIFFRACTION,Protein,447,2.35,56814.96,LIPIDIC CUBIC PHASE,293,2.5,50.76,"25-28% PEG400, 0.04-0.06 M sodium thiocyanate, 2% 2,5-hexanediol, and 100 mM sodium citrate pH 5.0",5,2018,
